season,week,home_team,away_team,home_score,away_score,game_id,gameday
2021,4,MIN,CLE,7.0,14.0,2021_04_CLE_MIN,2021-10-03
2021,4,NO,NYG,21.0,27.0,2021_04_NYG_NO,2021-10-03
2021,4,NYJ,TEN,27.0,24.0,2021_04_TEN_NYJ,2021-10-03
2021,4,PHI,KC,30.0,42.0,2021_04_KC_PHI,2021-10-03
2021,4,LA,ARI,20.0,37.0,2021_04_ARI_LA,2021-10-03
2021,4,SF,SEA,21.0,28.0,2021_04_SEA_SF,2021-10-03
2021,4,DEN,BAL,7.0,23.0,2021_04_BAL_DEN,2021-10-03
2021,4,GB,PIT,27.0,17.0,2021_04_PIT_GB,2021-10-03
2021,4,NE,TB,17.0,19.0,2021_04_TB_NE,2021-10-03
2021,4,LAC,LV,28.0,14.0,2021_04_LV_LAC,2021-10-04
2021,5,SEA,LA,17.0,26.0,2021_05_LA_SEA,2021-10-07
2021,5,ATL,NYJ,27.0,20.0,2021_05_NYJ_ATL,2021-10-10
2021,5,CAR,PHI,18.0,21.0,2021_05_PHI_CAR,2021-10-10
2021,5,CIN,GB,22.0,25.0,2021_05_GB_CIN,2021-10-10
2021,5,HOU,NE,22.0,25.0,2021_05_NE_HOU,2021-10-10
2021,5,JAX,TEN,19.0,37.0,2021_05_TEN_JAX,2021-10-10
2021,5,MIN,DET,19.0,17.0,2021_05_DET_MIN,2021-10-10
2021,5,PIT,DEN,27.0,19.0,2021_05_DEN_PIT,2021-10-10
2021,5,TB,MIA,45.0,17.0,2021_05_MIA_TB,2021-10-10
2021,5,WAS,NO,22.0,33.0,2021_05_NO_WAS,2021-10-10
2021,5,LAC,CLE,47.0,42.0,2021_05_CLE_LAC,2021-10-10
2021,5,LV,CHI,9.0,20.0,2021_05_CHI_LV,2021-10-10
2021,5,ARI,SF,17.0,10.0,2021_05_SF_ARI,2021-10-10
2021,5,DAL,NYG,44.0,20.0,2021_05_NYG_DAL,2021-10-10
2021,5,KC,BUF,20.0,38.0,2021_05_BUF_KC,2021-10-10
2021,5,BAL,IND,31.0,25.0,2021_05_IND_BAL,2021-10-11
2021,6,PHI,TB,22.0,28.0,2021_06_TB_PHI,2021-10-14
2021,6,JAX,MIA,23.0,20.0,2021_06_MIA_JAX,2021-10-17
2021,6,BAL,LAC,34.0,6.0,2021_06_LAC_BAL,2021-10-17
2021,6,CAR,MIN,28.0,34.0,2021_06_MIN_CAR,2021-10-17
2021,6,CHI,GB,14.0,24.0,2021_06_GB_CHI,2021-10-17
2021,6,DET,CIN,11.0,34.0,2021_06_CIN_DET,2021-10-17
2021,6,IND,HOU,31.0,3.0,2021_06_HOU_IND,2021-10-17
2021,6,NYG,LA,11.0,38.0,2021_06_LA_NYG,2021-10-17
2021,6,WAS,KC,13.0,31.0,2021_06_KC_WAS,2021-10-17
2021,6,CLE,ARI,14.0,37.0,2021_06_ARI_CLE,2021-10-17
2021,6,DEN,LV,24.0,34.0,2021_06_LV_DEN,2021-10-17
2021,6,NE,DAL,29.0,35.0,2021_06_DAL_NE,2021-10-17
2021,6,PIT,SEA,23.0,20.0,2021_06_SEA_PIT,2021-10-17
2021,6,TEN,BUF,34.0,31.0,2021_06_BUF_TEN,2021-10-18
2021,7,CLE,DEN,17.0,14.0,2021_07_DEN_CLE,2021-10-21
2021,7,BAL,CIN,17.0,41.0,2021_07_CIN_BAL,2021-10-24
2021,7,GB,WAS,24.0,10.0,2021_07_WAS_GB,2021-10-24
2021,7,MIA,ATL,28.0,30.0,2021_07_ATL_MIA,2021-10-24
2021,7,NE,NYJ,54.0,13.0,2021_07_NYJ_NE,2021-10-24
2021,7,NYG,CAR,25.0,3.0,2021_07_CAR_NYG,2021-10-24
2021,7,TEN,KC,27.0,3.0,2021_07_KC_TEN,2021-10-24
2021,7,LA,DET,28.0,19.0,2021_07_DET_LA,2021-10-24
2021,7,LV,PHI,33.0,22.0,2021_07_PHI_LV,2021-10-24
2021,7,ARI,HOU,31.0,5.0,2021_07_HOU_ARI,2021-10-24
2021,7,TB,CHI,38.0,3.0,2021_07_CHI_TB,2021-10-24
2021,7,SF,IND,18.0,30.0,2021_07_IND_SF,2021-10-24
2021,7,SEA,NO,10.0,13.0,2021_07_NO_SEA,2021-10-25
2021,8,ARI,GB,21.0,24.0,2021_08_GB_ARI,2021-10-28
2021,8,ATL,CAR,13.0,19.0,2021_08_CAR_ATL,2021-10-31
2021,8,BUF,MIA,26.0,11.0,2021_08_MIA_BUF,2021-10-31
2021,8,CHI,SF,22.0,33.0,2021_08_SF_CHI,2021-10-31
2021,8,CLE,PIT,10.0,15.0,2021_08_PIT_CLE,2021-10-31
2021,8,DET,PHI,6.0,44.0,2021_08_PHI_DET,2021-10-31
2021,8,HOU,LA,22.0,38.0,2021_08_LA_HOU,2021-10-31
2021,8,IND,TEN,31.0,34.0,2021_08_TEN_IND,2021-10-31
2021,8,NYJ,CIN,34.0,31.0,2021_08_CIN_NYJ,2021-10-31
2021,8,LAC,NE,24.0,27.0,2021_08_NE_LAC,2021-10-31
2021,8,SEA,JAX,31.0,7.0,2021_08_JAX_SEA,2021-10-31
2021,8,DEN,WAS,17.0,10.0,2021_08_WAS_DEN,2021-10-31
2021,8,NO,TB,36.0,27.0,2021_08_TB_NO,2021-10-31
2021,8,MIN,DAL,16.0,20.0,2021_08_DAL_MIN,2021-10-31
2021,8,KC,NYG,20.0,17.0,2021_08_NYG_KC,2021-11-01
2021,9,IND,NYJ,45.0,30.0,2021_09_NYJ_IND,2021-11-04
2021,9,BAL,MIN,34.0,31.0,2021_09_MIN_BAL,2021-11-07
2021,9,CAR,NE,6.0,24.0,2021_09_NE_CAR,2021-11-07
2021,9,CIN,CLE,16.0,41.0,2021_09_CLE_CIN,2021-11-07
2021,9,DAL,DEN,16.0,30.0,2021_09_DEN_DAL,2021-11-07
2021,9,JAX,BUF,9.0,6.0,2021_09_BUF_JAX,2021-11-07
2021,9,MIA,HOU,17.0,9.0,2021_09_HOU_MIA,2021-11-07
2021,9,NO,ATL,25.0,27.0,2021_09_ATL_NO,2021-11-07
2021,9,NYG,LV,23.0,16.0,2021_09_LV_NYG,2021-11-07
2021,9,PHI,LAC,24.0,27.0,2021_09_LAC_PHI,2021-11-07
2021,9,KC,GB,13.0,7.0,2021_09_GB_KC,2021-11-07
2021,9,SF,ARI,17.0,31.0,2021_09_ARI_SF,2021-11-07
2021,9,LA,TEN,16.0,28.0,2021_09_TEN_LA,2021-11-07
2021,9,PIT,CHI,29.0,27.0,2021_09_CHI_PIT,2021-11-08
2021,10,MIA,BAL,22.0,10.0,2021_10_BAL_MIA,2021-11-11
2021,10,DAL,ATL,43.0,3.0,2021_10_ATL_DAL,2021-11-14
2021,10,IND,JAX,23.0,17.0,2021_10_JAX_IND,2021-11-14
2021,10,NE,CLE,45.0,7.0,2021_10_CLE_NE,2021-11-14
2021,10,NYJ,BUF,17.0,45.0,2021_10_BUF_NYJ,2021-11-14
2021,10,PIT,DET,16.0,16.0,2021_10_DET_PIT,2021-11-14
2021,10,TEN,NO,23.0,21.0,2021_10_NO_TEN,2021-11-14
2021,10,WAS,TB,29.0,19.0,2021_10_TB_WAS,2021-11-14
2021,10,ARI,CAR,10.0,34.0,2021_10_CAR_ARI,2021-11-14
2021,10,LAC,MIN,20.0,27.0,2021_10_MIN_LAC,2021-11-14
2021,10,DEN,PHI,13.0,30.0,2021_10_PHI_DEN,2021-11-14
2021,10,GB,SEA,17.0,0.0,2021_10_SEA_GB,2021-11-14
2021,10,LV,KC,14.0,41.0,2021_10_KC_LV,2021-11-14
2021,10,SF,LA,31.0,10.0,2021_10_LA_SF,2021-11-15
2021,11,ATL,NE,0.0,25.0,2021_11_NE_ATL,2021-11-18
2021,11,BUF,IND,15.0,41.0,2021_11_IND_BUF,2021-11-21
2021,11,CAR,WAS,21.0,27.0,2021_11_WAS_CAR,2021-11-21
2021,11,CHI,BAL,13.0,16.0,2021_11_BAL_CHI,2021-11-21
2021,11,CLE,DET,13.0,10.0,2021_11_DET_CLE,2021-11-21
2021,11,JAX,SF,10.0,30.0,2021_11_SF_JAX,2021-11-21
2021,11,MIN,GB,34.0,31.0,2021_11_GB_MIN,2021-11-21
2021,11,NYJ,MIA,17.0,24.0,2021_11_MIA_NYJ,2021-11-21
2021,11,PHI,NO,40.0,29.0,2021_11_NO_PHI,2021-11-21
2021,11,TEN,HOU,13.0,22.0,2021_11_HOU_TEN,2021-11-21
2021,11,LV,CIN,13.0,32.0,2021_11_CIN_LV,2021-11-21
2021,11,KC,DAL,19.0,9.0,2021_11_DAL_KC,2021-11-21
2021,11,SEA,ARI,13.0,23.0,2021_11_ARI_SEA,2021-11-21
2021,11,LAC,PIT,41.0,37.0,2021_11_PIT_LAC,2021-11-21
2021,11,TB,NYG,30.0,10.0,2021_11_NYG_TB,2021-11-22
2021,12,DET,CHI,14.0,16.0,2021_12_CHI_DET,2021-11-25
2021,12,DAL,LV,33.0,36.0,2021_12_LV_DAL,2021-11-25
2021,12,NO,BUF,6.0,31.0,2021_12_BUF_NO,2021-11-25
2021,12,CIN,PIT,41.0,10.0,2021_12_PIT_CIN,2021-11-28
2021,12,HOU,NYJ,14.0,21.0,2021_12_NYJ_HOU,2021-11-28
2021,12,IND,TB,31.0,38.0,2021_12_TB_IND,2021-11-28
2021,12,JAX,ATL,14.0,21.0,2021_12_ATL_JAX,2021-11-28
2021,12,MIA,CAR,33.0,10.0,2021_12_CAR_MIA,2021-11-28
2021,12,NE,TEN,36.0,13.0,2021_12_TEN_NE,2021-11-28
2021,12,NYG,PHI,13.0,7.0,2021_12_PHI_NYG,2021-11-28
2021,12,DEN,LAC,28.0,13.0,2021_12_LAC_DEN,2021-11-28
2021,12,GB,LA,36.0,28.0,2021_12_LA_GB,2021-11-28
2021,12,SF,MIN,34.0,26.0,2021_12_MIN_SF,2021-11-28
2021,12,BAL,CLE,16.0,10.0,2021_12_CLE_BAL,2021-11-28
2021,12,WAS,SEA,17.0,15.0,2021_12_SEA_WAS,2021-11-29
2021,13,NO,DAL,17.0,27.0,2021_13_DAL_NO,2021-12-02
2021,13,ATL,TB,17.0,30.0,2021_13_TB_ATL,2021-12-05
2021,13,CHI,ARI,22.0,33.0,2021_13_ARI_CHI,2021-12-05
2021,13,CIN,LAC,22.0,41.0,2021_13_LAC_CIN,2021-12-05
2021,13,DET,MIN,29.0,27.0,2021_13_MIN_DET,2021-12-05
2021,13,HOU,IND,0.0,31.0,2021_13_IND_HOU,2021-12-05
2021,13,MIA,NYG,20.0,9.0,2021_13_NYG_MIA,2021-12-05
2021,13,NYJ,PHI,18.0,33.0,2021_13_PHI_NYJ,2021-12-05
2021,13,LA,JAX,37.0,7.0,2021_13_JAX_LA,2021-12-05
2021,13,LV,WAS,15.0,17.0,2021_13_WAS_LV,2021-12-05
2021,13,PIT,BAL,20.0,19.0,2021_13_BAL_PIT,2021-12-05
2021,13,SEA,SF,30.0,23.0,2021_13_SF_SEA,2021-12-05
2021,13,KC,DEN,22.0,9.0,2021_13_DEN_KC,2021-12-05
2021,13,BUF,NE,10.0,14.0,2021_13_NE_BUF,2021-12-06
2021,14,MIN,PIT,36.0,28.0,2021_14_PIT_MIN,2021-12-09
2021,14,CAR,ATL,21.0,29.0,2021_14_ATL_CAR,2021-12-12
2021,14,CLE,BAL,24.0,22.0,2021_14_BAL_CLE,2021-12-12
2021,14,HOU,SEA,13.0,33.0,2021_14_SEA_HOU,2021-12-12
2021,14,KC,LV,48.0,9.0,2021_14_LV_KC,2021-12-12
2021,14,NYJ,NO,9.0,30.0,2021_14_NO_NYJ,2021-12-12
2021,14,TEN,JAX,20.0,0.0,2021_14_JAX_TEN,2021-12-12
2021,14,WAS,DAL,20.0,27.0,2021_14_DAL_WAS,2021-12-12
2021,14,DEN,DET,38.0,10.0,2021_14_DET_DEN,2021-12-12
2021,14,LAC,NYG,37.0,21.0,2021_14_NYG_LAC,2021-12-12
2021,14,CIN,SF,23.0,26.0,2021_14_SF_CIN,2021-12-12
2021,14,TB,BUF,33.0,27.0,2021_14_BUF_TB,2021-12-12
2021,14,GB,CHI,45.0,30.0,2021_14_CHI_GB,2021-12-12
2021,14,ARI,LA,23.0,30.0,2021_14_LA_ARI,2021-12-13
2021,15,LAC,KC,28.0,34.0,2021_15_KC_LAC,2021-12-16
2021,15,IND,NE,27.0,17.0,2021_15_NE_IND,2021-12-18
2021,15,BUF,CAR,31.0,14.0,2021_15_CAR_BUF,2021-12-19
2021,15,DET,ARI,30.0,12.0,2021_15_ARI_DET,2021-12-19
2021,15,JAX,HOU,16.0,30.0,2021_15_HOU_JAX,2021-12-19
2021,15,MIA,NYJ,31.0,24.0,2021_15_NYJ_MIA,2021-12-19
2021,15,NYG,DAL,6.0,21.0,2021_15_DAL_NYG,2021-12-19
2021,15,PIT,TEN,19.0,13.0,2021_15_TEN_PIT,2021-12-19
2021,15,DEN,CIN,10.0,15.0,2021_15_CIN_DEN,2021-12-19
2021,15,SF,ATL,31.0,13.0,2021_15_ATL_SF,2021-12-19
2021,15,BAL,GB,30.0,31.0,2021_15_GB_BAL,2021-12-19
2021,15,TB,NO,0.0,9.0,2021_15_NO_TB,2021-12-19
2021,15,CLE,LV,14.0,16.0,2021_15_LV_CLE,2021-12-20
2021,15,CHI,MIN,9.0,17.0,2021_15_MIN_CHI,2021-12-20
2021,15,LA,SEA,20.0,10.0,2021_15_SEA_LA,2021-12-21
2021,15,PHI,WAS,27.0,17.0,2021_15_WAS_PHI,2021-12-21
2021,16,TEN,SF,20.0,17.0,2021_16_SF_TEN,2021-12-23
2021,16,GB,CLE,24.0,22.0,2021_16_CLE_GB,2021-12-25
2021,16,ARI,IND,16.0,22.0,2021_16_IND_ARI,2021-12-25
2021,16,ATL,DET,20.0,16.0,2021_16_DET_ATL,2021-12-26
2021,16,CAR,TB,6.0,32.0,2021_16_TB_CAR,2021-12-26
2021,16,CIN,BAL,41.0,21.0,2021_16_BAL_CIN,2021-12-26
2021,16,HOU,LAC,41.0,29.0,2021_16_LAC_HOU,2021-12-26
2021,16,MIN,LA,23.0,30.0,2021_16_LA_MIN,2021-12-26
2021,16,NE,BUF,21.0,33.0,2021_16_BUF_NE,2021-12-26
2021,16,NYJ,JAX,26.0,21.0,2021_16_JAX_NYJ,2021-12-26
2021,16,PHI,NYG,34.0,10.0,2021_16_NYG_PHI,2021-12-26
2021,16,SEA,CHI,24.0,25.0,2021_16_CHI_SEA,2021-12-26
2021,16,KC,PIT,36.0,10.0,2021_16_PIT_KC,2021-12-26
2021,16,LV,DEN,17.0,13.0,2021_16_DEN_LV,2021-12-26
2021,16,DAL,WAS,56.0,14.0,2021_16_WAS_DAL,2021-12-26
2021,16,NO,MIA,3.0,20.0,2021_16_MIA_NO,2021-12-27
2021,17,BAL,LA,19.0,20.0,2021_17_LA_BAL,2022-01-02
2021,17,BUF,ATL,29.0,15.0,2021_17_ATL_BUF,2022-01-02
2021,17,CHI,NYG,29.0,3.0,2021_17_NYG_CHI,2022-01-02
2021,17,CIN,KC,34.0,31.0,2021_17_KC_CIN,2022-01-02
2021,17,IND,LV,20.0,23.0,2021_17_LV_IND,2022-01-02
2021,17,NE,JAX,50.0,10.0,2021_17_JAX_NE,2022-01-02
2021,17,NYJ,TB,24.0,28.0,2021_17_TB_NYJ,2022-01-02
2021,17,TEN,MIA,34.0,3.0,2021_17_MIA_TEN,2022-01-02
2021,17,WAS,PHI,16.0,20.0,2021_17_PHI_WAS,2022-01-02
2021,17,LAC,DEN,34.0,13.0,2021_17_DEN_LAC,2022-01-02
2021,17,SF,HOU,23.0,7.0,2021_17_HOU_SF,2022-01-02
2021,17,DAL,ARI,22.0,25.0,2021_17_ARI_DAL,2022-01-02
2021,17,NO,CAR,18.0,10.0,2021_17_CAR_NO,2022-01-02
2021,17,SEA,DET,51.0,29.0,2021_17_DET_SEA,2022-01-02
2021,17,GB,MIN,37.0,10.0,2021_17_MIN_GB,2022-01-02
2021,17,PIT,CLE,26.0,14.0,2021_17_CLE_PIT,2022-01-03
2021,18,DEN,KC,24.0,28.0,2021_18_KC_DEN,2022-01-08
2021,18,PHI,DAL,26.0,51.0,2021_18_DAL_PHI,2022-01-08
2021,18,BAL,PIT,13.0,16.0,2021_18_PIT_BAL,2022-01-09
2021,18,CLE,CIN,21.0,16.0,2021_18_CIN_CLE,2022-01-09
2021,18,DET,GB,37.0,30.0,2021_18_GB_DET,2022-01-09
2021,18,HOU,TEN,25.0,28.0,2021_18_TEN_HOU,2022-01-09
2021,18,JAX,IND,26.0,11.0,2021_18_IND_JAX,2022-01-09
2021,18,MIN,CHI,31.0,17.0,2021_18_CHI_MIN,2022-01-09
2021,18,NYG,WAS,7.0,22.0,2021_18_WAS_NYG,2022-01-09
2021,18,ARI,SEA,30.0,38.0,2021_18_SEA_ARI,2022-01-09
2021,18,ATL,NO,20.0,30.0,2021_18_NO_ATL,2022-01-09
2021,18,BUF,NYJ,27.0,10.0,2021_18_NYJ_BUF,2022-01-09
2021,18,LA,SF,24.0,27.0,2021_18_SF_LA,2022-01-09
2021,18,MIA,NE,33.0,24.0,2021_18_NE_MIA,2022-01-09
2021,18,TB,CAR,41.0,17.0,2021_18_CAR_TB,2022-01-09
2021,18,LV,LAC,35.0,32.0,2021_18_LAC_LV,2022-01-09
2021,19,CIN,LV,26.0,19.0,2021_19_LV_CIN,2022-01-15
2021,19,BUF,NE,47.0,17.0,2021_19_NE_BUF,2022-01-15
2021,19,TB,PHI,31.0,15.0,2021_19_PHI_TB,2022-01-16
2021,19,DAL,SF,17.0,23.0,2021_19_SF_DAL,2022-01-16
2021,19,KC,PIT,42.0,21.0,2021_19_PIT_KC,2022-01-16
2021,19,LA,ARI,34.0,11.0,2021_19_ARI_LA,2022-01-17
2021,20,TEN,CIN,16.0,19.0,2021_20_CIN_TEN,2022-01-22
2021,20,GB,SF,10.0,13.0,2021_20_SF_GB,2022-01-22
2021,20,TB,LA,27.0,30.0,2021_20_LA_TB,2022-01-23
2021,20,KC,BUF,42.0,36.0,2021_20_BUF_KC,2022-01-23
2021,21,KC,CIN,24.0,27.0,2021_21_CIN_KC,2022-01-30
2021,21,LA,SF,20.0,17.0,2021_21_SF_LA,2022-01-30
2021,22,CIN,LA,20.0,23.0,2021_22_LA_CIN,2022-02-13
2022,1,LA,BUF,10.0,31.0,2022_01_BUF_LA,2022-09-08
2022,1,ATL,NO,26.0,27.0,2022_01_NO_ATL,2022-09-11
2022,1,CAR,CLE,24.0,26.0,2022_01_CLE_CAR,2022-09-11
2022,1,CHI,SF,19.0,10.0,2022_01_SF_CHI,2022-09-11
2022,1,CIN,PIT,20.0,23.0,2022_01_PIT_CIN,2022-09-11
2022,1,DET,PHI,35.0,38.0,2022_01_PHI_DET,2022-09-11
2022,1,HOU,IND,20.0,20.0,2022_01_IND_HOU,2022-09-11
2022,1,MIA,NE,20.0,7.0,2022_01_NE_MIA,2022-09-11
2022,1,NYJ,BAL,9.0,24.0,2022_01_BAL_NYJ,2022-09-11
2022,1,WAS,JAX,28.0,22.0,2022_01_JAX_WAS,2022-09-11
2022,1,ARI,KC,21.0,44.0,2022_01_KC_ARI,2022-09-11
2022,1,LAC,LV,24.0,19.0,2022_01_LV_LAC,2022-09-11
2022,1,MIN,GB,23.0,7.0,2022_01_GB_MIN,2022-09-11
2022,1,TEN,NYG,20.0,21.0,2022_01_NYG_TEN,2022-09-11
2022,1,DAL,TB,3.0,19.0,2022_01_TB_DAL,2022-09-11
2022,1,SEA,DEN,17.0,16.0,2022_01_DEN_SEA,2022-09-12
2022,2,KC,LAC,27.0,24.0,2022_02_LAC_KC,2022-09-15
2022,2,BAL,MIA,38.0,42.0,2022_02_MIA_BAL,2022-09-18
2022,2,CLE,NYJ,30.0,31.0,2022_02_NYJ_CLE,2022-09-18
2022,2,DET,WAS,36.0,27.0,2022_02_WAS_DET,2022-09-18
2022,2,JAX,IND,24.0,0.0,2022_02_IND_JAX,2022-09-18
2022,2,NO,TB,10.0,20.0,2022_02_TB_NO,2022-09-18
2022,2,NYG,CAR,19.0,16.0,2022_02_CAR_NYG,2022-09-18
2022,2,PIT,NE,14.0,17.0,2022_02_NE_PIT,2022-09-18
2022,2,LA,ATL,31.0,27.0,2022_02_ATL_LA,2022-09-18
2022,2,SF,SEA,27.0,7.0,2022_02_SEA_SF,2022-09-18
2022,2,DAL,CIN,20.0,17.0,2022_02_CIN_DAL,2022-09-18
2022,2,DEN,HOU,16.0,9.0,2022_02_HOU_DEN,2022-09-18
2022,2,LV,ARI,23.0,29.0,2022_02_ARI_LV,2022-09-18
2022,2,GB,CHI,27.0,10.0,2022_02_CHI_GB,2022-09-18
2022,2,BUF,TEN,41.0,7.0,2022_02_TEN_BUF,2022-09-19
2022,2,PHI,MIN,24.0,7.0,2022_02_MIN_PHI,2022-09-19
2022,3,CLE,PIT,29.0,17.0,2022_03_PIT_CLE,2022-09-22
2022,3,CAR,NO,22.0,14.0,2022_03_NO_CAR,2022-09-25
2022,3,CHI,HOU,23.0,20.0,2022_03_HOU_CHI,2022-09-25
2022,3,IND,KC,20.0,17.0,2022_03_KC_IND,2022-09-25
2022,3,MIA,BUF,21.0,19.0,2022_03_BUF_MIA,2022-09-25
2022,3,MIN,DET,28.0,24.0,2022_03_DET_MIN,2022-09-25
2022,3,NE,BAL,26.0,37.0,2022_03_BAL_NE,2022-09-25
2022,3,NYJ,CIN,12.0,27.0,2022_03_CIN_NYJ,2022-09-25
2022,3,TEN,LV,24.0,22.0,2022_03_LV_TEN,2022-09-25
2022,3,WAS,PHI,8.0,24.0,2022_03_PHI_WAS,2022-09-25
2022,3,LAC,JAX,10.0,38.0,2022_03_JAX_LAC,2022-09-25
2022,3,ARI,LA,12.0,20.0,2022_03_LA_ARI,2022-09-25
2022,3,SEA,ATL,23.0,27.0,2022_03_ATL_SEA,2022-09-25
2022,3,TB,GB,12.0,14.0,2022_03_GB_TB,2022-09-25
2022,3,DEN,SF,11.0,10.0,2022_03_SF_DEN,2022-09-25
2022,3,NYG,DAL,16.0,23.0,2022_03_DAL_NYG,2022-09-26
2022,4,CIN,MIA,27.0,15.0,2022_04_MIA_CIN,2022-09-29
2022,4,NO,MIN,25.0,28.0,2022_04_MIN_NO,2022-10-02
2022,4,ATL,CLE,23.0,20.0,2022_04_CLE_ATL,2022-10-02
2022,4,BAL,BUF,20.0,23.0,2022_04_BUF_BAL,2022-10-02
2022,4,DAL,WAS,25.0,10.0,2022_04_WAS_DAL,2022-10-02
2022,4,DET,SEA,45.0,48.0,2022_04_SEA_DET,2022-10-02
2022,4,HOU,LAC,24.0,34.0,2022_04_LAC_HOU,2022-10-02
2022,4,IND,TEN,17.0,24.0,2022_04_TEN_IND,2022-10-02
2022,4,NYG,CHI,20.0,12.0,2022_04_CHI_NYG,2022-10-02
2022,4,PHI,JAX,29.0,21.0,2022_04_JAX_PHI,2022-10-02
2022,4,PIT,NYJ,20.0,24.0,2022_04_NYJ_PIT,2022-10-02
2022,4,CAR,ARI,16.0,26.0,2022_04_ARI_CAR,2022-10-02
2022,4,GB,NE,27.0,24.0,2022_04_NE_GB,2022-10-02
2022,4,LV,DEN,32.0,23.0,2022_04_DEN_LV,2022-10-02
2022,4,TB,KC,31.0,41.0,2022_04_KC_TB,2022-10-02
2022,4,SF,LA,24.0,9.0,2022_04_LA_SF,2022-10-03
2022,5,DEN,IND,9.0,12.0,2022_05_IND_DEN,2022-10-06
2022,5,GB,NYG,22.0,27.0,2022_05_NYG_GB,2022-10-09
2022,5,BUF,PIT,38.0,3.0,2022_05_PIT_BUF,2022-10-09
2022,5,CLE,LAC,28.0,30.0,2022_05_LAC_CLE,2022-10-09
2022,5,JAX,HOU,6.0,13.0,2022_05_HOU_JAX,2022-10-09
2022,5,MIN,CHI,29.0,22.0,2022_05_CHI_MIN,2022-10-09
2022,5,NE,DET,29.0,0.0,2022_05_DET_NE,2022-10-09
2022,5,NO,SEA,39.0,32.0,2022_05_SEA_NO,2022-10-09
2022,5,NYJ,MIA,40.0,17.0,2022_05_MIA_NYJ,2022-10-09
2022,5,TB,ATL,21.0,15.0,2022_05_ATL_TB,2022-10-09
2022,5,WAS,TEN,17.0,21.0,2022_05_TEN_WAS,2022-10-09
2022,5,CAR,SF,15.0,37.0,2022_05_SF_CAR,2022-10-09
2022,5,ARI,PHI,17.0,20.0,2022_05_PHI_ARI,2022-10-09
2022,5,LA,DAL,10.0,22.0,2022_05_DAL_LA,2022-10-09
2022,5,BAL,CIN,19.0,17.0,2022_05_CIN_BAL,2022-10-09
2022,5,KC,LV,30.0,29.0,2022_05_LV_KC,2022-10-10
2022,6,CHI,WAS,7.0,12.0,2022_06_WAS_CHI,2022-10-13
2022,6,ATL,SF,28.0,14.0,2022_06_SF_ATL,2022-10-16
2022,6,CLE,NE,15.0,38.0,2022_06_NE_CLE,2022-10-16
2022,6,GB,NYJ,10.0,27.0,2022_06_NYJ_GB,2022-10-16
2022,6,IND,JAX,34.0,27.0,2022_06_JAX_IND,2022-10-16
2022,6,MIA,MIN,16.0,24.0,2022_06_MIN_MIA,2022-10-16
2022,6,NO,CIN,26.0,30.0,2022_06_CIN_NO,2022-10-16
2022,6,NYG,BAL,24.0,20.0,2022_06_BAL_NYG,2022-10-16
2022,6,PIT,TB,20.0,18.0,2022_06_TB_PIT,2022-10-16
2022,6,LA,CAR,24.0,10.0,2022_06_CAR_LA,2022-10-16
2022,6,SEA,ARI,19.0,9.0,2022_06_ARI_SEA,2022-10-16
2022,6,KC,BUF,20.0,24.0,2022_06_BUF_KC,2022-10-16
2022,6,PHI,DAL,26.0,17.0,2022_06_DAL_PHI,2022-10-16
2022,6,LAC,DEN,19.0,16.0,2022_06_DEN_LAC,2022-10-17
2022,7,ARI,NO,42.0,34.0,2022_07_NO_ARI,2022-10-20
2022,7,BAL,CLE,23.0,20.0,2022_07_CLE_BAL,2022-10-23
2022,7,CAR,TB,21.0,3.0,2022_07_TB_CAR,2022-10-23
2022,7,CIN,ATL,35.0,17.0,2022_07_ATL_CIN,2022-10-23
2022,7,DAL,DET,24.0,6.0,2022_07_DET_DAL,2022-10-23
2022,7,JAX,NYG,17.0,23.0,2022_07_NYG_JAX,2022-10-23
2022,7,TEN,IND,19.0,10.0,2022_07_IND_TEN,2022-10-23
2022,7,WAS,GB,23.0,21.0,2022_07_GB_WAS,2022-10-23
2022,7,DEN,NYJ,9.0,16.0,2022_07_NYJ_DEN,2022-10-23
2022,7,LV,HOU,38.0,20.0,2022_07_HOU_LV,2022-10-23
2022,7,LAC,SEA,23.0,37.0,2022_07_SEA_LAC,2022-10-23
2022,7,SF,KC,23.0,44.0,2022_07_KC_SF,2022-10-23
2022,7,MIA,PIT,16.0,10.0,2022_07_PIT_MIA,2022-10-23
2022,7,NE,CHI,14.0,33.0,2022_07_CHI_NE,2022-10-24
2022,8,TB,BAL,22.0,27.0,2022_08_BAL_TB,2022-10-27
2022,8,JAX,DEN,17.0,21.0,2022_08_DEN_JAX,2022-10-30
2022,8,ATL,CAR,37.0,34.0,2022_08_CAR_ATL,2022-10-30
2022,8,DAL,CHI,49.0,29.0,2022_08_CHI_DAL,2022-10-30
2022,8,DET,MIA,27.0,31.0,2022_08_MIA_DET,2022-10-30
2022,8,MIN,ARI,34.0,26.0,2022_08_ARI_MIN,2022-10-30
2022,8,NO,LV,24.0,0.0,2022_08_LV_NO,2022-10-30
2022,8,NYJ,NE,17.0,22.0,2022_08_NE_NYJ,2022-10-30
2022,8,PHI,PIT,35.0,13.0,2022_08_PIT_PHI,2022-10-30
2022,8,HOU,TEN,10.0,17.0,2022_08_TEN_HOU,2022-10-30
2022,8,IND,WAS,16.0,17.0,2022_08_WAS_IND,2022-10-30
